Sr.No,Hospital Name,Address,City,State,Pin Code
948,Yugandhar Multispeciality Hospital - Solapur,"283/1B,Kolgiri Nagar Hotgi, Road Majrewadi",Solapur,Maharashtra,413224
949,MONARCH HOSPITAL -Solapur,"Near Shivdare Pharmacy College, Near Shivdare Pharmacy College",Solapur,Maharashtra,413004
950,Janseva Hospital - Niphad,"Runwl Nagar, Ugaon Road, Runwal Nagar",Nashik,Maharashtra,422303
951,Icon Hospital - Nagpur,"K-12, Bharat Nagar, Amravati Road",Nagpur,Maharashtra,440033
952,Family Care Hospital - Thane,"P.K. Road, Opposite Seven Square Academy, Mira Road (E)",Thane,Maharashtra,401107
953,Saptashrungi Hospital - Nashik,"Surya Avenue,Above Sbi,Pathardi Phata, Pathardi Phata",Nashik,Maharashtra,422010
954,Mane Care Hospital,"10Th Lane,Laxmi Road,Behind St Stand, Jaysingpur",Jaysingpur,Maharashtra,416101
955,"LIFELINE MULTISPECIALITY
HOSPITAL- Washim","1354 Santoshi Mata Nagar Opposite Old Jilha Parish, Akola Naka Road",Washim,Maharashtra,444505
956,Horizon Prime Hospital,"Vibgyor, B Wing, Behind Ritu Nissan Showroom, Patlipada, Ghodbunder Road, Near Hiranandani Estat",Thane,Maharashtra,400607
957,APEX KIDNEY CARE PRIVATE LIMITED,"Plot No 41/1 Sector 30 Hope & Care Centre, Vashi",Navi Mumbai,Maharashtra,400705
958,ISHA NETRALAYA - THANE,"Dosti Imperia, Ghodbander Road",Thane,Maharashtra,400607
959,Bade Multispeciality Hospital,"Dnyaneshwar Nagar Newasa Road, Dnyaneshwar Nagar",Ahmednagar,Maharashtra,414502
960,Langhe Hospital,"6092, Ecogram Road, Shikrapur Tal-Shirur",Pune,Maharashtra,412208
961,Maulinath Hospital,"Laxmi Complex, Chakan Chowk, Shikrapur",Pune,Maharashtra,412208
962,Alpha Multispeciality Hospital,"Northsan Buganch Ahmednagar, Shrirampur",Ahmednagar,Maharashtra,413709
963,Shree Hospital-Ahmednagar,"Tisgaon Miri Road, Miri Road",Ahmednagar,Maharashtra,414106
964,Musale Hospital.,"Behind Bus Stand, Chamdrapur",Chandrapur,Maharashtra,442401
965,Bramhankar Hospital,"Mama Chowk, Near Nutan High School",Gondia,Maharashtra,441601
966,Sanjeevan Heart Hospital.,"Tps Iii, Plot No. 65, Shivram Nagar, Near Meenatai Thakre Complex",Jalgaon,Maharashtra,425002
967,Pushpa Surgical Hospital,"B/H Pandurang Theatre, Jamner Road Timber Market, Nr Venketesh Mandir",Bhusawal,Maharashtra,425201
968,Shivai Hospital & Critical Care Centre,"Nh-9 Main Road, Osmanabad, Umarga",Osmanabad,Maharashtra,413606
969,Archangel Hospital,"5 & 6 Narayan Nagar 5 & 6 Narayan Nagar, Bypass Road, Umred",Nagpur,Maharashtra,441203
970,Matoshri Hospital.,"Shriram Wadi, Ghoti Nashik",Nashik,Maharashtra,422402
971,Shri Siddhivinayak Hospital & Icu,"Vita-Bhuivhat Road, Tal Khanapur Dist",Sangli,Maharashtra,415307
972,Kadam Multispeciality Hospital,"Near. Old S.T. Stand, Akluj, Tal. Malshiras, Akluj",Akluj,Maharashtra,413101
973,Sanjeevani  Medical Foundation,"Pandit Neheru Road, Lonawala City Police Sation",Lonavala,Maharashtra,410401
974,Siddhivinayak Hospital And Research Center.,"Prathamesh Complex Main Road Nasarapur, N Tal. Bhor Nasrapuri",Pune,Maharashtra,412213
975,Prakash Institute Of Medical Sciences & Reserach,"Peth Sangli Road, Uran-Islampur, Islampur, Walwa, Sangli",Sangli,Maharashtra,415409
976,Anish Multispeciality Hospital,"Terwad Road Kurund, Terwad Road",Kolhapur,Maharashtra,416106
977,Sainit Hospital,"36-47, Yashwant Plaza, 2Nd Floor Navapur Naka, Opp. Boisar Rly Station. Boisar",Boisar,Maharashtra,401501
978,Malpani Hospital,"Om Karnath Malpani Marg, Giriraj Nagar, Near Janta Raja Ground, Sangammer",Ahmednagar,Maharashtra,422605
979,Prabhat Hospital,"Lala Oil, Kamptee, Nagpur",Nagpur,Maharashtra,441002
980,Shri Bhavani Multispeciality Hospital & Research I,"Plot No. 58, Shri Bhavani Mata Mandir Road, Pardi Nagpur",Nagpur,Maharashtra,440035
Sr.No,Hospital Name,Address,City,State,Pin Code
981,Shree Datta- Krupa Super Speciality Hospital,"Yadav Raje Sankul, Vani Dindori Road, Opp. Janata English School, Dindori",Nashik,Maharashtra,422202
982,Lokmanya Multispeciality And Accident Hospital,"Dhatrak Phata, Near Water Tank",Nashik,Maharashtra,422003
983,Shlok Hospital Llp,"A/P, Khedshivepur, Kondhanpur Phata",Pune,Maharashtra,412205
984,Suretech Hospital & Research Centre Ltd - Jamtha,"Survey No.120/2K, Ashokvan, Jamtha Nagar, Wardha Road",Nagpur,Maharashtra,441108
985,Shija Hospitals & Research Institute Pvt. Ltd.,"Langol, Lamphelpat",Imphal,Manipur,795004
986,RAJ MEDICITY,"North Aoc Imphal, Near Tampha Hotel",Imphal,Manipur,795001
987,"Woodland Hospital, Shillong",Dhankheti,Shillong,Meghalaya,793003
988,Nazareth Hospital- Shillong,"Laitumkhrah, Police Point, East Khasi Hills",Shillong,Meghalaya,793003
989,Bethany Hospital-Shillong,"Nongraim Hill Shillong, Opposite Nagaland House",Shillong,Meghalaya,793003
990,Bethany Hospital Outreach.,"Pahamsyiem, Nongpho",Roha,Meghalaya,793102
991,Oking Hospital & Research Clinic PVT.LTD,"Phool Bari Phool Bari, Kohima",Kohima,Nagaland,797001
992,"Nikos Hospital & Research
Centre","Pwd Road, Midland",Dimapur,Nagaland,797112
993,"Gupta Hospital, Bhatinda","Power House Road, Off Income Tax Colony",Bathinda,Punjab,151101
994,"Garg Hospital & Maternity
Centre","7 Dhillon Marg, Model Town",Patiala,Punjab,147001
995,"Mukat Hospital and Heart
Institute","Sco 47- 49, Sector 34 A",Chandigarh,Punjab,160001
996,"Garg Hospital, Faridkot","Dr S P Garg C/O Garg Hospital, Main Bazar",Faridkot,Punjab,151203
997,Anil Baghi Hospital,Martyr Anil Baghi Road,Ferozepur,Punjab,152002
998,Khanna Nursing Home,"Opp.Gill Petrolpamp, G. T. Road",Khanna,Punjab,141401
999,Bahri Hospital,"G.T. Road, Dinanagar & Jail Road",Gurdaspur,Punjab,143531
1000,Cheema Medical Complex,"Phase - 4, Near Telephone Exchange",Mohali,Punjab,160059
1001,"Dr. Naresh Hospital & Heart
Centre",Kacha College Road,Barnala,Punjab,148101
1002,Lifeline Hospital & Diagnostic Centre,"Dr. Maheshwari Complex, Gill Road, Opp. Telegraph",Ludhiana,Punjab,141003
1003,Modi Nursing Home,Prabhat Chowk,Hoshiarpur,Punjab,146001
1004,Parmar Nursing Home,Bela Road,Ropar,Punjab,140001
1005,"Raja Diagnostic Centre &
Hospital",Mota Singh Road,Nawanshahr,Punjab,144514
1006,Randhawa Hospital,"12 - Mall Road, Kennedy Ave",Amritsar,Punjab,143001
1007,Simrita Hospital,Dalima Vihar,Rajpura,Punjab,140401
1008,Singla Surgical Hospital,"Mehal Mubarik, Dhuri Road",Sangrur,Punjab,148001
1009,"Usha Bansal Nursing Home (P)
Ltd.",Kot Kapura Road,Muktsar,Punjab,152026
1010,"Guru Nanak Hospital, Rajpura","Sham Nagar, Near L.I.C Office",Rajpura,Punjab,140401
1011,Surjit Hospital,"1-Jhujhar Avenue., Ajnala Road, Gumtala",Amritsar,Punjab,143001
1012,Jalandhar Nursing home & Maternity Home,"29,Link Road,",Jalandhar,Punjab,144001
1013,Sadhbhavna Medical and Heart Institute,Opposite State College Of Education,Patiala,Punjab,147001
1014,"Mittal Hospital And Heart
Centre",Near New Telephone Exchange,Moga,Punjab,142001
1015,Dhami Eye Care Hospital,"82-B, Kitchla Nagar",Ludhiana,Punjab,141001
1016,Sacred Heart Hospital,"Maqsudan, G.T. Road",Jalandhar,Punjab,144008
1017,Guru Teg Bahadur Sahib (C) Hopsital,"Guru Teg Bahadur Road, Model Town",Ludhiana,Punjab,141002
1018,Hartej Hospital,"A289-90, Ranjit Avenue,",Amritsar,Punjab,143001
1019,J P EYE HOSPITAL,"# 35, Phase-7, Mohali, Punjab, , Opp. Scooter Market",Mohali,Punjab,160062
1020,"Amar Hospital, Patiala","Income Tax Office Road, Near Rajindra Hospital",Patiala,Punjab,147001
1021,RANA NURSING HOME,"B.D.O. Office Road,",Sirhind,Punjab,140406
1022,DR GBM DUKH NIWARAN HOSPITAL,"A-2-3 Ranjit Avenue Kacheri Chowk, Opp Shakeen Hospital",Amritsar,Punjab,143001
1023,Patiala Heart Institute,2 Jagdish Marg,Patiala,Punjab,147001
1024,THIND EYE HOSPITAL.,"701,- Mall Road, Model Town, Jalanadhar",Jalandhar,Punjab,144003
1025,SANTOKH HOSPITAL,"#846, Sector 38 - A, Near Vivek High School",Chandigarh,Punjab,160036
1026,NAVJIVAN NURSING HOME & METERNITY CENTRE,"The Mall Road, Bathinda The Mall Road, Bathinda Bathinda.Bathinda",Bathinda,Punjab,151001
1027,Kalyan Hospital,"Div No. 3 Chowk, Near Fire Brigade, Samrala Road, Na",Ludhiana,Punjab,141008
1028,SIDHU HOSPITAL PVT LTD,"G T Road, Ludhiana Ambala Highway, Doraha",Ludhiana,Punjab,141421
1029,"Grover Eye Laser & ENT
Hospital",140 Sector 35 A,Chandigarh,Punjab,160022
1030,CHAHAL HOSPITAL,"Bibi Wala Road Opp D Av College Bathinda, Punjab",Bathinda,Punjab,151001
1031,GHAI HOSPITAL- Jalandhar,"661 A&B Guru Tej Bahadur Nagar, Near Guru Ravi Das Chowk",Jalandhar,Punjab,144003
1032,AIME BASSI HOSPITAL,"200, Tagore Nagar, Opp. Postal Colony,",Ludhiana,Punjab,141001
1033,WADI HOSPITAL,G.T Road .Bathinda,Bathinda,Punjab,151001
1034,"DMC Hospital and Trauma
Centre","S.U.S. Nagar Opp. T.V. Centre, Jalandhar",Jalandhar,Punjab,144001
1035,Joshi Hospital (Multisuper Speciality),Kapurthala Road,Jalandhar,Punjab,144001
1036,Jammu Hospital,"Kapurthala Road,Near Sports College, Near Sports College",Jalandhar,Punjab,144001
1037,Mittal Nursing Home & Trauma Center Pvt Ltd,"71-B Main Road, Kitchlu Nagar Ludhiana",Ludhiana,Punjab,141001
1038,Dr.Satya Pal Mittal Hospital,"Opp. Railway Station, Railway Road, Moga",Moga,Punjab,142001
1039,Om Eye & Maternity Hospital,"993, Phase-Ii, Urban Estate, Opp. Dussehera Ground, Jamalpur",Ludhiana,Punjab,141010
1040,"Preet Hospital, Amritsar","Rattan Singh Chowk, Fatehgarh Churian Road, Near. Rattan Singh Chowk, Amritsar",Amritsar,Punjab,143001
1041,Sanjeevan Hospital - Amritasr,"I/S Lahori Gate, Inside Lahori Gate",Amritsar,Punjab,143001
1042,"Dhruv Nursing & Maternity
Home","270, Kashmir Avenue, Near Gopal Mandir",Amritsar,Punjab,143001
1043,Chaudhary Hospital,"Singhpura Road, Kurali, Distt. - Mohali, Kurali",Mohali,Punjab,140103
1044,"APEX HOSPITAL & MATERNITY
HOME","520-521, New Jawahar Nagar",Jalandhar,Punjab,144001
1045,Kidney Hospital & Lifeline Medical Institutions,"63 & 64 Waryam Nagar, Cool Road, Jalandhar",Jalandhar,Punjab,144001
1046,DHINGRA GENERAL HOSPITAL,"77-79, Ajit Nagar, O/S Ap Hospital, Amritsar",Amritsar,Punjab,143001
1047,Mahajan Hospital - Amritsar,Inside Gate Khazana,Amritsar,Punjab,143001
1048,SANDHU HOSPITAL - Batala,"Near New Civil Hospital, Dharampura Colony",Batala,Punjab,143505
1049,GIAN SAGAR MEDICAL COLLEGE & RESEARCH CENTRE,"Ramnagar, Dist. Patiala,",Patiala,Punjab,140601
1050,Shah Nursing Home Laproscopic & I.V.F. Centre,"593/1, Model Town, Near Children Traffic Park, Ludhiana",Ludhiana,Punjab,141002
1051,"BBC HEART CARE- PRUTHI
HOSPITAL","301, Lajpat Nagar, Near Nakodar Chowk,",Jalandhar,Punjab,144001
1052,Arora Neuro Centre Pvt. Ltd.,"120, The Mall, Civil Lines, Near Fountain Chowk",Ludhiana,Punjab,141001
1053,AMAR  HOSPITAL,"Sector 70, S.A.S. Nagar, Mohali, Near Gurudwara",Mohali,Punjab,160071
1054,Loona Nursing Home,"Near Railway Crossing, Sito Road, , Abohar",Abohar,Punjab,152116
1055,Sareen Hospital,"Sandhu Avenue, Near Auto Piston, Batala Road, Near Auto Piston",Amritsar,Punjab,143001
1056,Shoor Hospital,"1/5, Khajana Gate, Near Jyoti Model School, Amritsar, Punjab",Amritsar,Punjab,143001
1057,Uppal Neuro Hospital,"4, Rani Ka Bagh, Amritsar",Amritsar,Punjab,143001
1058,Jeewan Jot Hospital,"Peerkhana Road,",Khanna,Punjab,141401
1059,Oxford Hospital P Ltd,"305 Lajpat Nagar Bhagwan Mahavir Marg, Near. Nakodar Chowk, Lajpat Nagar , Jalandhar",Jalandhar,Punjab,144001
1060,Patel Hospital Private Limited,"Civil Lines, Jalandhar City",Jalandhar,Punjab,144001
1061,Mata Kaulan Ji Bandi Chhodh Charitable Hospital,"East Mohan Nagar, Amritsar",Amritsar,Punjab,143001
1062,Madaan Hospital - Amritsar,"1-Pink Avenue, Majitha Road, Amritsar",Amritsar,Punjab,143001
1063,Chugh EYE Surgery Centre,"637, Model Town, Jawaddi Road,",Ludhiana,Punjab,141002
1064,Brar Eye Hospital & Lasik Laser Centre,"Faridkot Road, Kotkapur, Faridkot",Kotakpura,Punjab,151204
1065,Pankaj Nursing Home,Link Road .Near Tinkoni,Mansa,Punjab,151505
1066,Pragma Hospital,"Bhatti Road Bhatti Road, Bhatti Road",Bathinda,Punjab,151001
1067,Mokha Hospital &Kidney Care Centre,"Near Kamal Palace,Batala Road, Near Kamal Place",Amritsar,Punjab,143001
1068,Doaba Hospital Pvt Ltd,"320 Lajpat Nagar 320 Lajpat Nagar, Near Natrodar Chowk",Jalandhar,Punjab,144001
1069,Nagpal superspeciality Hospital,"The Mall, Bathinda",Bathinda,Punjab,151001
1070,KARAN HOSPITAL  - JALANDHAR,"408-A, Adarsh Nagr, Near Jain Bhavan, Near Jain Bhavan",Jalandhar,Punjab,144008
1071,Care Well Heart & Super Speciality Hospital,"Model Town, G T Road, Near Railway Station, Na",Amritsar,Punjab,143001
1072,SRA EYE HOSPITAL,"3029, Guru Kashi Marg, Opp. Yes Bank",Bathinda,Punjab,151001
1073,RANJIT HOSPITAL,"G.T.Road, Putlighar, Amritsar, Near Ganga Building",Amritsar,Punjab,143001
1074,Baweja Eye Hospital,"Milap Chowk, Jalandhar., Jallandhar",Jalandhar,Punjab,144001
1075,Mahajan Eye Hospital & Maternity Home,"111 , Shaheed Udham Singh Nagar, Jalandhar",Jalandhar,Punjab,144001
1076,Dharam Hospital,"No 2040 Sector 15-C, Chandigarh",Chandigarh,Punjab,160015
1077,Sanjivini New Born & Child Care Hospital,"Main G T Road, Near Wadi Hospital, Bathida, Near Fouji Chowk",Bathinda,Punjab,151001
1078,Narad Hospital,"Fatehgarh Road, Near Session Chowk, Near Session Chowk",Hoshiarpur,Punjab,146001
1079,Bajwa Hospital -,"315, Akash Avenue, Patehagarh Road, Amritsar, F.C Road",Amritsar,Punjab,143001
1080,Sikka Hospital,"125, Udham Singh Nagar, Jalandhar, Jalandhar",Jalandhar,Punjab,144001
1081,Sangha Hospital,"Zail Singh Nagar, Radha Swami Satsang Bhawan",Ropar,Punjab,140001
1082,New Ruby Hospital Pvt. Ltd.,"26, Link Road, Lajpat Nagar, Jalandhar",Jalandhar,Punjab,144001
1083,Kamal Hospital- Panjab,"Kamal Hospital Road, Kishanpura Chowk, Kishanpura Chowk, Jalandhar",Jalandhar,Punjab,144004
1084,Badyal Multispecility Hospital,"A Trauma Centre Biwi-Wala Road,",Bathinda,Punjab,151001
1085,"Aastha Hospital, Moga","Dutt Road Dutt Road, Moga",Moga,Punjab,142001
1086,Dhaliwal Hospital - Amritsar,"3-Batala Road, Amritsar, Near Govt. Dental College Girls Hostel",Amritsar,Punjab,143001
1087,"Shivam Hospital, Hoshiarpur","Near Railway Crossing, Phagwara Road",Hoshiarpur,Punjab,146001
1088,Longia Eye Hospital,"54, Guru Nanak Colony, Rajpura",Rajpura,Punjab,140401
1089,Sood Eye Care Centre,"Mission Compound, Near Batra Hospital, Adarsh Nagar, Jalandhar City",Jalandhar,Punjab,144001
1090,Makkar Hospital,"379 Adarsh Nagar Near Mgn College, Nr. M G N College",Jalandhar,Punjab,144001
1091,OHRI Chest and Multispeciality Hospital,"Opp Railway Workshop, Putlighar, Opp Railway Workshop,Near Obc",Amritsar,Punjab,143002
1092,Hind Hospital,"Bhai Bir Singh Gurudwara Road, Gurdwara Road",Sangrur,Punjab,148021
1093,Choudhary ENT Maternity & health care centre,"Near Old State Bank Of India, Katra Khazana, Amritsar",Amritsar,Punjab,143001
1094,Kosmoss Bone and Joint Centre,"215-L, Model Town, Ludhiana",Ludhiana,Punjab,141002
1095,DUGGAL EYE HOSPITAL AND LASIK LASER CENTRE,"Hoshiarpur Road Kishan Pura Chowk, Laxmi Pura",Jalandhar,Punjab,144001
1096,EMC Super Speciality Hospitals Pvt. Ltd.,"Green Avenue, B/S Incom Tax Office, D.C. Residence",Amritsar,Punjab,143001
1097,Advanced Centre For Eyes,"4-D, Kitchlu Nagar, Ludhiana",Ludhiana,Punjab,141001
1098,Sai Hospital - Anandpur,"Near Panj Pyara Park, Kila Anandgarh Sahib Road, Anandpur Sahib",Ropar,Punjab,140118
1099,Pasricha Hospital & Maternity Home - Jalandhar Cit,"221 Adarsh Nagar, Opp Mgn College",Jalandhar,Punjab,144008
1100,Kataria Eye and E.N.T. Hospital,"1, Gujral Nagar, Mahavir Marg, , Adj Suzuki Showroom",Jalandhar,Punjab,144001
1101,RRM Central Hospital - Hoshiarpur,"Street No.3, Central Town, Hoshiarpur, Punjab, Opp. Manavta Mander, Opp. Manavta Mander",Hoshiarpur,Punjab,146001
1102,Ace Heart & Vascular Institute,"Shivalik Hospital Premises, Sector-69, Mohali,",Mohali,Punjab,160062
1103,Bansal Hospital - Bathinda,"100 Feet Road,Bathinda, Bathinda",Bathinda,Punjab,151001
1104,PRABH SIMRAN MULTI SPECIALITY HOSPITAL,"Ujjagar Nagar, Qadian Road",Batala,Punjab,143505
1105,Prem Eye & Maternity Hospital,"Near Chhajju Roshan Da Karkhana, Near Chhaju Roshan Da Karkhana",Barnala,Punjab,148101
1106,Jai kamal Eye Hospital,"Opp. Sandhu Colony G.T. Road, Chheharta",Amritsar,Punjab,143105
1107,Kalra Hospital - Ludhiana,"Kalra Hospital, Chowk Baba Than Singh Ji, Shinagar Cinema Road, Na",Ludhiana,Punjab,141008
1108,Hargun Hospital,"Batala Road,",Amritsar,Punjab,143001
1109,Parveen Saini Hospital,"70-B, Taylor Road, Opp. Gandhi Grounds,",Amritsar,Punjab,143001
1110,"Life Line Multispeciality
Hospital","No. 25 Acre Extn., Near Fountain Chowk,",Barnala,Punjab,148101
1111,Singla Nursing & Eye Hospital,"Fauji Road, Near Railway Overbridge",Kotakpura,Punjab,151204
1112,Pancham Hospitals Pvt. Ltd.,"Sco 34-37, Canal Road, Jawadi",Ludhiana,Punjab,141003
1113,Trinity Hospital & Medical Research Institute,"Sco 352-355, Swastik Vihar, Patiala Road, Dist. Mohali",Zirakpur,Punjab,140603
1114,Grover Hospital - Bathinda,"The Mall, Bathinda., Bathinda",Bathinda,Punjab,151001
1115,Sibia Healthcare Pvt. Ltd.,Jind Road,Sangrur,Punjab,148001
1116,Sharma Eye Hospital & Laser Centre,"Near Radha Swami Satsang Ghar, Giani Zail Singh Nagar",Ropar,Punjab,140001
1117,Abrol Medical Centre,"Kailash Enclave, Batala Road,",Gurdaspur,Punjab,143521
1118,Dabur Dhanwantry Hospital,"Sector 46-B, Chandigarh",Chandigarh,Punjab,160047
1119,Eden Hospital,"Plot No-115,Phase-1,Industrial Area, Chandigarh",Chandigarh,Punjab,160001
1120,"Apex Hospital (Kansal Neuro, Trauma & Multispecial","Batala Road, Near Rishab Auto",Amritsar,Punjab,143001
1121,LIFE LINE HOSPITAL - Amritsar,"Opp Old Mall Mandi Nr Jassa Singh, Amritsar",Amritsar,Punjab,143001
1122,Mundh Hospital,"Sco-18, District Shopping Centre, Snopping Complex",Amritsar,Punjab,143001
1123,Nirmaljot eye Hospital,"35/13, Nr. Govt. Girl'S School, Mall Road",Amritsar,Punjab,143001
1124,Kalia eye & Maternity Hospital,"Outside Delhi Gate, Opp. Manjit Palace",Ferozepur,Punjab,152002
1125,ORTHONOVA JOINT AND TRAUMA HOSPITAL  PVT LTD,"Nakodar Road, Near Nari Nikitan, Jalandhar,",Jalandhar,Punjab,144001
1126,IVY Health & Life Science Pvt. Ltd.,"Opp. Khanna City Centre, Gt Road Khanna, Near City Center",Khanna,Punjab,141401
1127,"IVY HEALTHCARE INFRASTRUCTURE PRIVATE
LIMITED","Chandigarh Road, Nawanshahr, Nawanshahr",Nawanshahr,Punjab,144514
1128,Aggarwal Health Care Centre,"Grid Road, Near New Bhadson Chungi,",Patiala,Punjab,147001
1129,Mayo Healthcare Super Speciality Hospital,Sector 69 Near Gurudwara Singh Shaheedan,Mohali,Punjab,160062
1130,Rani Eye Hospital,"Opp. New Bus Stand, G T Road Khanna",Khanna,Punjab,141401
1131,Capitol Hospital,"Jalandhar Pathankot Road (Nh-44), Near Peru Chowk",Jalandhar,Punjab,144012
1132,Brar Eye Hospital - Bathinda,"Near Rose Garden Chowk, , Bathinda",Bathinda,Punjab,151001
1133,Jindal Heart Institute & Infertility Centre,"Near Electricity Office, Power House Road",Bathinda,Punjab,151001
1134,ASIJA EYE AND CHILD CARE,Outside Delhi Gate,Ferozepur,Punjab,152002
1135,Kaushal Hospital - Kharar,"Near Sri Rori Sahib Gurdwara, Kharar, Distt. S.A.S Nagar (Mohali)",Chandigarh,Punjab,140301
1136,Deepak Hospital (An Institution Of Deepak Memorial,"Opp. P.A.U. Gate No. 1, Sarabha Nagar, Sarabha Nagar",Ludhiana,Punjab,141001
1137,Raikhy Nursing Home & Surgical Centre,"Chakerian Road Mansa Mansa, Punjab",Mansa,Punjab,151505
1138,Sawhney Hospital & Maternity Home - Nabha,"Sham Bagh Enclave, Opp. Mata Rani Mandir, Opp Mata Rani Mandir, Inside Patiala Gate",Nabha,Punjab,147201
1139,Gurdev Hospital - Nurpur Bedi,"Kangar Road, Nurpur Bedi, Nurpur Bedi, Ropar",Ropar,Punjab,140117
1140,Kumar Hospital - Ropar,"Main Bazar, Near Hanuman Mandir, Nurpur Bedi, Main Bazar Ropar",Ropar,Punjab,140117
1141,CHAUHAN MULTISPECIALITY & TRAUMA CENTRE,Kotli Muglan,Pathankot,Punjab,145025
1142,Guru Nanak Mehar Hans Eyes Hospital And Laser Cent,"Railway Station -Dukhniwaran Sahib Road, Near Ravidas Temple",Patiala,Punjab,147003
1143,Vishwas Hospital - Sunam,"Sangrur, Sunam",Sangrur,Punjab,148028
1144,Gupta Hospital - Amritsar,"Race Course Road,Sant Avenue, G.T. Road .Opp. Alpha One Mall,Amritsar",Amritsar,Punjab,143001
1145,Global Hospital (A unit of Sood Hospital Pvt. Ltd.,"10, Link Road,",Jalandhar,Punjab,144003
1146,Garg Hospital -Moga,"Zira Road, Opp. Military Camp",Moga,Punjab,142001
1147,PAL Hospital - Jalandhar,"Partap Bagh Jalandhar, Near Bhagatsingh Chowk",Jalandhar,Punjab,144001
1148,Medicaid Hospital,"Circular Road, Near Rattan Singh Chowk",Amritsar,Punjab,143001
1149,Karan Hospital & Multispeciality Center,"Opp. Civil Hospital, Machhiwara Road, Opp Civil Hospital",Ludhiana,Punjab,141114
1150,Delhi Heart Institute & Multispeciality Hospital,"Near Tinkoni, G.T. Road, Bathinda",Bathinda,Punjab,151001
1151,Ivy Hospital - Hoshiarpur,"Ram Colony Camp, Chandigarh Road",Hoshiarpur,Punjab,146001
1152,"MITRA EYE HOSPITAL-
Phagwara","New Patel Nagar Opposite Jasbhir Hospital, Hargobind Nagar",Phagwara,Punjab,144401
1153,Rajan Hospital & Heart Centre - Kotkapura,Faridkot Road,Kotakpura,Punjab,151204
1154,Prime Multispeciality Hospital - Patiala,"Opp. Khalsa College Colony, Near, Khalsa College, Patiala",Patiala,Punjab,147001
1155,Indus International Hospital,"Chandigarh-Ambala Road, Nh-22, Dera Bassi",Mohali,Punjab,140507
1156,Satsar Hospital,"Maan Nagar Dera Road, Gurudaspur",Batala,Punjab,143505
1157,"India Kidney Hospital -
Jalandhar","7, Lajpat Nagar, Ikhdc, Link Road, Lajpat Nagar",Jalandhar,Punjab,144001
1158,Jain Multispeciality Hospital - Khanna,"Near Dushra Ground Opposite Electricity Board, G.T Road Khanna(Distt.Ludhiana )",Khanna,Punjab,141401
1159,"DHAWAN NURSING HOME-
Agra","Khalra Road,Bhikhiwind,Tarn Taran, Bhikhiwind",Tarntaran,Punjab,143303
1160,DR MANPREET GLOBAL  EYE HOSPITAL,"Scf 36 Opp Gurudwara Singh Sabha S.S.T. Nagar, Rajpura Road",Patiala,Punjab,147001
1161,DR RANJAN EYECARE HOSPITAL,"324 Hargobind Nagar,Phagiwara, Near State Bank Of India",Phagwara,Punjab,144401
1162,"DRISHTI ADVANCE EYE CARE
CENTRE","Near Court Complex,Patiala, Near Court Complex",Patiala,Punjab,147101
1163,"G.S. MEMORIAL PREM
HOSPITAL","Canal Rest House Road, Canal Rest House Road",Moga,Punjab,142001
1164,Kaushal Hospital & Surgical Centre,"Near Main Post Office, Ludhiana To Chandigarh Road, Near Post Office",Ludhiana,Punjab,141114
1165,Rama Hospital - Bhatinda,"80 Ft. Road, Behind Sports Stadium, Behind Sports Stadium",Bathinda,Punjab,151001
1166,"Mahajan Eye Hoapital -
Pathankot","R-1, Mission Rd, Garden Colony, Pathankot,",Pathankot,Punjab,145001
1167,Aashirwad Hospital - Jalandhar Cantt,"Rama Mandi, Near Nangal Shama Chowk, Jalandhar Cantt.,",Jalandhar,Punjab,144007
1168,Mittal Eye Care - Sangrur,"Sec 32, Maharaja Ranjit Singh Market, Uppli Road",Sangrur,Punjab,148001
1169,Platinum Nursing Home Pvt.Ltd.,"40,Gali No.7,Kotkapura Road Sri Muktsar Sahib, Sri Muktsar Sahib",Muktsar,Punjab,152026
1170,Garg Eye Hospital - Patiala,"Opp. Gurudwara Dukh Niwaran Sahib, 57 Passy Road",Patiala,Punjab,147001
1171,Dhillon Eye Hospital And Laser Centre,"Opposite Aam Khas Bagh, Bassi Road, Sirhind, Bassi Road,",Sirhind,Punjab,140406
1172,"Raj Neuro Spine & Trauma
Centre","Simble Chowk, Pathankot",Pathankot,Punjab,145001
1173,RANA HOSPITAL EYE & MATERNITY CENTRE,"688-F Shaheed Bhagat Singh Nagar, Shaheed Bhagot Singh Nagar",Ludhiana,Punjab,141002
1174,Sri Balaji Stone Center,"31, Brs Nagar Extn., Block Gx, Opp Verbo Milb Plant Ldh",Ludhiana,Punjab,141012
1175,BITHER HOSPITAL,"New Flyover, Sirhind",Sirhind,Punjab,140406
1176,"Global Health Care -
Chandigarh","House No.2164, Sector 21-C, Chandigarh",Chandigarh,Punjab,160022
1177,Ambay Eye Care,"917, Ad Joing St-No-6, Dashmesh Nagar Main, Gill Road",Ludhiana,Punjab,141003
1178,ARV Orthopaedic Hospital,"2125, Sector- 21-C, Chandigarh",Chandigarh,Punjab,160022
1179,GURNOOR HOSPITAL- Batala,"291, Ranjit Nagar, Qadian Road",Batala,Punjab,143505
1180,"KATARIA MEDICAL CENTRE PVT
LTD","Moga Road Near Milan Palace, Kotkapura",Kotakpura,Punjab,151204
1181,Indrani Hospital,"Namdev Road, Bhatinda, Tinkoni",Bathinda,Punjab,151001
